cik,name
812083,Logitek Inc /Ny
812076,Topps Co Inc
812084,Keystone Mortgage Fund Ii
812011,Vail Resorts Inc
812121,Criticare Systems Inc /De/
812094,Outlet Centre Partners
812127,Jacobs Jay Inc
812074,"O-I Glass, Inc. /De/"
812146,Abington Bancorp Inc
812149,Regional Brands Inc.
812150,Bnp Residential Properties Inc
812151,Metrisa Inc
812152,Ridgefield Acquisition Corp
812187,Angeles Partners 16
812188,Growth & Guarantee Fund L P
812191,Rehabcare Group Inc
812192,Profutures Diversified Fund L P
812220,Summit Tax Exempt L P Iii
812128,Sanderson Farms Inc
812233,Owens-Illinois Group Inc
812305,Beverly Enterprises Inc /De/
812301,"Patient Safety Technologies, Inc"
812306,Procyon Corp
812310,New Jersey Steel Corp
812355,"Orion Ethanol, Inc"
812423,Nu Kote Holding Inc /De/
812407,American Consolidated Growth Corp
812371,Setech Inc /De
812427,Cna Holdings Llc
812431,Johnstown Consolidated Income Partners 2
812444,Sequus Pharmaceuticals Inc
812446,One Price Clothing Stores Inc
812348,Century Bancorp Inc
812482,Archon Corp
812549,Herff Jones Inc
812488,Nvest Lp
812490,Broderbund Software Inc /De/
812491,Sorrento Networks Corp
812551,Siti-Sites Com Inc
812555,American Resources & Development Co
812563,Ids Life Account Re Of Ids Life Insurance Co
812565,America First Prep Fund 2 Pension Series Ltd Partnership
812591,Aircoa Hotel Partners L P
812564,Angeles Income Properties Ltd 6
812630,Del Taco Income Properties Iv
812703,Stratex Networks Inc
812700,Gaylord Container Corp /De/
812708,Wellman Inc
812788,Amrion Inc
812801,Nuveen Municipal Value Fund Inc
812818,Hutton Investors Futures Fund L P Ii
812880,National Datacomputer Inc
812805,Atlantis Technology Group
812701,Calgon Carbon Corp
812882,Showscan Entertainment Inc
812890,Medialink Worldwide Inc
812906,Hancock Fabrics Inc
812796,"Soligenix, Inc."
812909,Inlands Monthly Income Fund L P
812910,First Health Group Corp
812914,Semele Group Inc
812929,Physician Corporation Of America /De/
813013,Score Board Inc
812927,Imp Inc
813040,Greyhound Lines Inc
812900,Saks Inc
813041,Gli Holding Co
813134,Ultra Pac Inc
813180,Olde Financial Corp
813347,"Wd Media, Inc."
813389,"Ember Therapeutics, Inc. - Ny"
813418,Holco Mortgage Acceptance Corp I
813356,Colorado Prime Corp
813461,Westcorp /Ca/
813471,Jason Inc
813562,National Medical Health Card Systems Inc
813565,Velocity Portfolio Group Inc
813567,Starnet Financial Inc
813613,Button Gwinnett Financial Corp
813298,"Destination Xl Group, Inc."
813619,Southwall Technologies Inc /De/
813634,International Absorbents Inc
813640,Citizens Bancshares Corp /Ga/
813652,Foundation Realty Fund Ltd
813658,Northland Cable Properties Seven Limited Partnership
813710,Jones Cable Income Fund 1-C Ltd
813716,Cirtran Corp
813621,Amcol International Corp
813718,"Momentum Biofuels, Inc."
813740,Impact Systems Inc /Ca/
813742,Mycogen Corp
813749,First Federal Bancorp Inc
813747,Enterprise Informatics Inc
813672,Cadence Design Systems Inc
813765,Piemonte Foods Inc
813779,Crimson Exploration Inc.
813775,Factory 2 U Stores Inc
813794,North Carolina Railroad Co
813807,Courtyard By Marriott Limited Partnership
813812,Riverside Park Associates Lp
813808,Republic Bancorp Inc
813762,Icahn Enterprises L.P.
813831,Ids Managed Futures Ii L P
813781,Exide Technologies
813895,Thermo Power Corp
813856,Prandium Inc
813897,Psh Master L P I
813902,Summit Autonomous Inc
813920,Cec Entertainment Inc
813964,Front Range Capital Corp
813945,Capital Pacific Holdings Inc
814008,Avitar Inc /De/
814037,Essef Corp
814043,Neurocorp Ltd
814013,Specialty Equipment Companies Inc
814046,Alp Liquidating Trust
814055,Youbet Com Inc
814050,Ecogen Inc
814057,Pace Medical Inc
814068,Champion Enterprises Inc
813828,Paramount Global
814070,"Central Wireless, Inc."
814139,Provena Foods Inc
814071,Sunlite Technologies Corp
814135,Tci Pacific Communications Inc
814081,Techknits Inc
814153,Proquest Capital Corp
814144,Mortgage Securities Iii Trusts C
814178,First National Bankshares Corp
814180,Monitek Technologies Inc
814181,Penn Treaty American Corp
814183,Inzon Corp
814186,Rich Coast Inc
814241,Formica Corp
814249,Microage Inc /De/
814250,Ladish Co Inc
814222,Nts Properties Vii
814258,Cns Inc /De/
814273,"Ttcm China, Inc."
814286,"Halo Companies, Inc."
814323,Datronic Equipment Income Fund Xvi L P
814339,Armanino Foods Of Distinction Inc /Co/
814184,Tcf Financial Corp
814414,Swift Energy Income Partners 1986-D Ltd
814427,National Manufacturing Technologies
814433,Medical Income Properties 2A Ltd Partnership
814430,Intelligent Electronics Inc
814456,Princeton Media Group Inc
814457,Home Products International Inc
814458,Healthcare Properties L P
814463,Grand Toys International Inc
814460,Painewebber Equity Partners Three Limited Partnership
814361,Timberland Co
814562,Pimco Advisors Holdings Lp
814453,Newell Brands Inc.
814570,Bibb Co /De
814576,Painewebber R&D Partners Ii Lp
814577,Kinam Gold Inc
814579,Entree Corp
814547,Fair Isaac Corp
814580,Advanced Marketing Services Inc
814549,Ebix Inc
814676,Cps Technologies Corp/De/
814611,Audio King Corp
814677,Plm International Inc
814741,Elligent Consulting Group Inc
814774,Firebrand Financial Group Inc
814853,Control Chief Holdings Inc
814585,Mbia Inc
814780,Enex Oil & Gas Income Program Iii Series 3 L P
814586,"Lifeway Foods, Inc."
814856,Bf Enterprises Inc
814904,Golden River Resources Corp.
814915,Windswept Environmental Group Inc
814919,Creative Resources Inc
814920,Texstar Oil Corp
814926,"Capstone Companies, Inc."
814929,Broadcaster Inc
814932,Vikonics Inc /Ny/
814981,Roast N Roll Restaurants Of The Past Inc
815017,Pacificnet Inc
815024,American Affordable Housing Ii Limited Partnership
814898,Hilb Rogal & Hobbs Co
815032,Central & Southern Holding Co/Ga
815093,Mgc Diagnostics Corp
815098,Trudy Corp
815185,Media Logic Inc
815272,Eastern Environmental Services Inc
815274,Winston Resources Inc
815278,Chrisken Partners Cash Income Fund L P
815295,Broadcast Marketing Group Inc
815065,Steris Corp
815353,Emerald Dairy Inc
815508,Biopure Corp
815097,Carnival Corp
815094,Abiomed Inc
815553,Pronet Inc /De/
815555,National Information Group
815743,Sears Dc Corp
815747,National Fruit & Vegetable Technology Corp
815755,Chadmoore Wireless Group Inc
815787,Intercargo Corp
815838,Noven Pharmaceuticals Inc
815910,Metrologic Instruments Inc
816066,Applied Imaging Corp
816151,Labone Inc
815917,Jones Financial Companies Lllp
815556,Fastenal Co
816232,Beverly Holdings Inc
816239,Net Command Tech Inc
816247,Childrens Comprehensive Services Inc
816249,Coachman Inc
816330,Jb Oxford Holdings Inc
816568,Applied Biometrics Inc
816746,Moa Hospitality Inc
816949,Tutogen Medical Inc
816159,Air Methods Corp
816955,Melamine Chemicals Inc
816958,Caspian International Oil Corp
816284,Celgene Corp /De/
817125,Affiliated Resources Corp
817129,Telestone Technologies Corp
817135,"Alliance Healthcare Services, Inc"
816761,Teradata Corp /De/
817366,Vca Inc
817383,Asr Investments Corp
817161,Alaris Medical Systems Inc
816956,Conmed Corp
817632,Shared Technologies Fairchild Inc
817516,Simtek Corp
817637,Bwip Inc
817644,Stevens International Inc
817647,American Pad & Paper Co Of Delaware Inc
817717,Cabinet Acquisition Corp
817785,"Orchestra Therapeutics, Inc."
817473,"American Capital, Ltd"
817820,Ust Liquidating Corp
817845,Cnl Income Fund Iii Ltd
817900,American Restaurant Partners L P
817946,Mayors Jewelers Inc/De
817945,Burns International Services Corp
817720,Synaptics Inc
818010,Northland Cranberries Inc /Wi/
818008,Lillian Vernon Corp
818017,Inotek Technologies Corp
818021,Retail Equity Partners Limited Partnership
818020,Liberty Tax Credit Plus Lp
818029,International Precious Metals Corp
818035,Memorex Telex N V
817979,Accuride Corp
818073,Cusa Technologies Inc
818074,All American Semiconductor Inc
818080,Ml Media Opportunity Partners L P Et Al
818092,New World Television Inc
818084,Brown Benchmark Properties Limited Partnership
818089,Nts Properties Plus Ltd
818155,Walshire Assurance Company
818145,Polaris Aircraft Income Fund Iv
818033,"Heron Therapeutics, Inc. /De/"
818183,Mountain Holdings Inc
818203,Recovery Engineering Inc
818257,Hancock John Realty Income Fund Ii Limited Partnership
818268,Toastmaster Inc
818350,Rdm Sports Group Inc
818456,Netframe Systems Inc
818467,Nutramax Products Inc /De/
818470,Calcomp Technology Inc
818468,Monument Resources Inc
818594,Somatogen Inc
818633,Eldorado Bancshares Inc
818645,In Home Health Inc /Mn/
818669,Diversified Historic Investors V
818675,Third Millennium Telecommunications Inc
818677,Security Federal Corp
818674,Wireless Webconnect Inc
818695,Sunrise Educational Services Inc
818682,Harolds Stores Inc
818761,Hbancorporation Inc
818762,3333 Holding Corp
818764,Centex Development Co Lp
818789,America First Financial Fund 1987-A Limited Partnership
818803,National Housing Trust Limited Partnership
818808,Amerimmune Pharmaceuticals Inc
818806,Knickerbocker Capital Corp
818479,Dentsply Sirona Inc.
818813,Bitstream Inc.
818686,Teva Pharmaceutical Industries Ltd
818815,Inacom Corp
818817,Windsor Park Properties 5
818885,United Meridian Corp
818897,Freshstart Venture Capital Corp
818968,Harding Lawson Associates Group Inc
818999,Metrobancorp
819005,Diehl Graphsoft Inc
819028,American Film Technologies Inc /De/
818969,Provident Bankshares Corp
819201,Optifund Inc
819215,Whiteford Partners L P
819220,Multi Color Corp
819253,First Capital Insured Real Estate Limited Partnership
819255,Actrade Financial Technologies Ltd
819334,Cam Commerce Solutions Inc
819342,Witter Dean Realty Income Partnership Iv L P
819346,Systems West Inc
819479,Symbiat Inc
819437,Southmark San Juan Inc
819480,Read Rite Corp /De/
819050,"Fresh Tracks Therapeutics, Inc."
819517,Piedmont Mining Co Inc
819521,Vest H D Inc /Tx/
819527,Galaxy Nutritional Foods Inc
819544,Arco Chemical Co
819576,Balcor Preferred Pension-12
819551,Ilx Resorts Inc
819577,Aei Real Estate Fund Xvii Limited Partnership
819620,Jet Set Life Usa Inc
819632,Richfood Holdings Inc
819671,National Realty L P
819689,Micron Solutions Inc /De/
819539,Neiman Marcus Group Llc
819690,Fuquan Financial Co
819692,Charter One Financial Inc
819706,Rainbow Technologies Inc
819694,Peoples Telephone Company Inc
819802,Tv Communications Network Inc
819818,Zandria Corp
819913,Hallmark Financial Services Inc
819926,Sharing Economy International Inc.
819927,"Gate To Wire Solutions, Inc."
819939,Medstone International Inc/
819981,Sparta Surgical Corp
819975,"Chase Bank Usa, National Association"
819793,Albany International Corp /De/
819977,Emcon
820047,Fmg Rita Ranch Limited Partnership
820067,Summit Bank Corp
820068,New York Bancorp Inc
820083,Tcc Equipment Income Fund
820084,Garnet Resources Corp /De/
820097,Micronetics Inc
820094,Usaa Real Estate Income Investments Ii Limited Partnership
820155,Swift Energy Income Partners 1987-A Ltd
820159,Enex Oil & Gas Income Program Iii Series 4 L P
820167,Harbourton Financial Services L P
820081,Cambrex Corp
820222,Fnb Financial Corp /Pa/
820235,Structural Dynamics Research Corp /Oh/
820096,Perrigo Co
820240,First State Financial Services Inc
820242,First Team Sports Inc
820027,Ameriprise Financial Inc
820295,Digital Fuel Inc
820237,Gen Probe Inc
820379,First United Bancorporation /Sc/
820408,American Business Corp
820380,International Automated Systems Inc
820414,Century Financial Corp
820390,Medical Income Properties 2B Ltd Partnership
820313,Amphenol Corp /De/
820474,Optimumcare Corp /De/
820526,Lund International Holdings Inc
820318,Coherent Corp.
820475,International Meta Systems Inc/De/
820590,Summit Insured Equity L P Ii
820580,Verifone Inc
820608,Quantrx Biomedical Corp
820600,"Omagine, Inc."
820588,Firstmark Corp /Me/
820626,Mosaic Global Holdings Inc.
820735,Computer Integration Corp
820750,Enex Income & Retirement Fund Series 1 Lp
820738,Tigerlogic Corp
820771,Goliath Film & Media Holdings
820756,Duty Free International Inc
820774,Ashworth Inc
820757,"Am-Ch, Inc."
820789,Earthworks Entertainment Inc
820806,Participating Income Properties Ii Lp
820807,Ffca Investor Services Corp 88-C
820736,Orbital Sciences Corp /De/
820889,Homefree Investors L P
820900,Bfs Bankorp Inc
820901,Arete Industries Inc
820906,Color Imaging Inc
820917,Equivest Finance Inc
820907,Parkvale Financial Corp
820960,Steel Of West Virginia Inc
820957,Oneita Industries Inc
821020,Heritage Media Corp
821097,Iea Income Fund Viii
821113,Gexa Corp
821124,Skolniks Inc
821129,Net 1 L P
821139,Supermarkets General Holdings Corp
821002,G Iii Apparel Group Ltd /De/
821172,One World Online Com Inc
821202,Borden Chemicals & Plastics Limited Partnership /De/
821203,Eagle Insured L P
821218,Leastec Income Fund V
821130,"Array Digital Infrastructure, Inc."
821243,Innovet Inc
821127,Boston Private Financial Holdings Inc
821356,"Cistera Networks, Inc."
821361,Utilx Corp
821026,"Andersons, Inc."
821407,Wolverine Tube Inc
821509,Code Alarm Inc
821480,Cable Tv Fund 14 B Ltd
821511,Phonetel Technologies Inc
821524,China Digital Media Corp
821530,Shelter Components Corp
821189,Eog Resources Inc
821536,Husa Liquidating Corp
821537,Wsn Group Inc
821538,Tuscarora Inc
821483,"Par Pacific Holdings, Inc."
821572,Yocream International Inc
821582,Cencom Cable Income Partners Ii L P
821616,Bentley Pharmaceuticals Inc
821699,Southwest Royalties Inc
821899,Terrace Ventures Inc
821995,Juniper Pharmaceuticals Inc
822043,Mcclatchy Newspapers Inc
822026,Manhattan Beach Hotel Partners Lp
822046,Lifschultz Industries Inc
822079,Alden John Financial Corp
822083,Plainscapital Corp
822076,Holiday Rv Superstores Inc
822206,"Idm Pharma, Inc."
822084,Innerdyne Inc
822367,Infracor Inc
822368,Cinema Plus Lp
822371,Cerritos Valley Bancorp
822411,"Eom Pharmaceutical Holdings, Inc."
822418,Bioclinica Inc
822422,Cobank Acb Cooperative Utility Trust Big Rivers Sers 1988-A3
822434,Alliance Health Inc
822426,Allianz Asset Management Of America L.P.
822615,Amerinst Insurance Group Inc
822618,Umember Com Inc /Co/
822658,Whitney American Corp /Co
822416,Pultegroup Inc/Mi/
822657,Prudential Home Mortgage Securities Company Inc
822370,"Emmaus Life Sciences, Inc."
822690,Phoenix Leasing Cash Distribution Fund Iii
822665,Catalina Lighting Inc
822697,Shoreline Financial Corp
822708,Zoom Technologies Inc
822746,"American Noble Gas, Inc."
822760,Ml Asset Backed Corp
822783,Realmark Property Investors Limited Partnership Vi-A
822784,Realmark Property Investors Limited Partnership Vi-B
822663,Interparfums Inc
822662,Fidelity Southern Corp
822819,Us Realty Income Partners Lp
822829,Legend Properties Inc
822874,Medallion Capital Inc
822935,Cecs Corp
822968,Hotel Properties L P
822972,Lanxide Corp
822973,Continental Circuits Corp
822983,Southeastern Income Properties Ii Lp
822818,Clean Harbors Inc
822997,"Ybcc, Inc."
822998,Etotalsource Inc
823065,Atel Cash Distribution Fund Ii
823070,Nofire Technologies Inc
823072,Tirex Corp
823130,Synergx Systems Inc
823170,Afc Low Income Housing Credit Partners-I
823187,Strategic Global Investments Inc
823190,Myweb Inc Com
823246,Comsouth Bankshares Inc
823277,Chs Inc
823314,"Advanced Energy Recovery, Inc"
823387,North American Datacom Inc
823392,Old Nisource Inc.
823094,Sothebys
823534,Repap Enterprises Inc
823533,Union Security Insurance Co
823544,"All Grade Mining, Inc."
823546,"Rocketfuel Blockchain, Inc."
823549,El Paso Tennessee Pipeline Co Llc
823556,Aqua Alliance Inc
823550,Prime Bancorp Inc /Pa
823560,"Mts Medication Technologies, Inc /De/"
823610,Rancon Pacific Realty L P
823619,Genmar Holdings Inc
823876,Apogee Technology Inc
823980,Fund America Investors Corp
823975,Columbus Energy Corp
823927,Electrosource Inc
824008,Innovative Tech Systems Inc
824004,Wells Real Estate Fund Ii-Ow
824068,Ats Medical Inc
824088,Gulf Exploration Consultants Inc
824096,Spreckels Industries Inc
824098,Scottsdale Land Trust Limited Partnership
824103,Optimax Industries Inc
824104,"Full Motion Beverage, Inc."
824107,Cetek Technologies Inc
824109,Tbm Holdings Inc
824134,Ffca Investor Services Corp 88-B
824169,Nextel Communications Inc
824174,Opticon Medical Inc
824206,American Rice Inc
823768,Waste Management Inc
824209,Copley Pension Properties Vi
824210,Plm Equipment Growth Fund Iii
824225,Oak Technology Inc
824412,California Hotel & Casino
824142,"Aaon, Inc."
824430,Agra Nutraceuticals Corp
824416,Quest Patent Research Corp
824435,Oroamerica Inc
824480,Stone Media Corp
824578,Information Management Technologies Corp
824482,Hickory Lenders Ltd
824481,Hickory Hills Ltd
824410,Sandy Spring Bancorp Inc
824590,Getchell Gold Corp
824605,Gateway Tax Credit Fund Ltd
824606,Siemann Educational Systems Inc
824719,Bankfirst Corp
824740,Prodigy Communications Corp
824768,Global A Inc
824779,Enstar Income Growth Program Six B L P
824778,Enstar Income Growth Program Six A L P
824803,Apogent Technologies Inc
824845,Daine Industries Inc
824840,Advantage Life Products Inc / Co
824851,Peak Entertainment Holdings Inc
824846,Dynamark Corp
824894,Geodyne Energy Income Ltd Partnership Ii A
824906,Americorp
824978,Corporate Property Associates 8 Lp
825203,Itronics Inc
825042,Spring Bancorp Inc
825167,Swift Energy Income Partners 1987-B Ltd
825248,Enex Income & Retirement Fund Series 2 Lp
825247,Enex Oil & Gas Income Program Iii Series 5 Lp
825315,Inland Land Appreciation Fund Lp
825322,"Mphase Technologies, Inc."
825336,Jetstream Lp
825410,Landauer Inc
825392,Security Financial Corp /Oh/
825411,"Sevcon, Inc."
825521,Obsidian Enterprises Inc
825517,Sourcinglink Net Inc
825535,Assisted Housing Fund Lp I
825313,Alliancebernstein Holding L.P.
825324,Good Times Restaurants Inc.
825541,Silgan Corp
825692,Caraustar Industries Inc
825703,Platinum Technology International Inc
825789,Movieo Inc
825788,Divall Insured Income Properties 2 Limited Partnership
825790,Packaging Resources Inc
825811,All American Bottling Corp
825813,Browne Bottling Co
825851,Wellesley Lease Income Limited Partnership Iv
825881,Southwest Oil & Gas Income Fund Viii-A L P
825923,Mercy Dialysis Center Inc
825886,Southwest Royalties Institutional Income Fund Viii B L P
825953,Fidelity Bancshares Nc Inc /De/
826075,Brunswick Technologies Inc
825999,Interactive Motorsports Inc
826144,Echo Springs Water Co Inc
826156,Aircraft Income Partners L P
826253,Aura Systems Inc
826227,Flowers Industries Inc /Ga
825542,Scotts Miracle-Gro Co
826315,Price T Rowe Rea Income Fd Iv Americas Sale Comm Fr Rea Est
826326,"Arc Group Worldwide, Inc."
826330,Core Technologies Pennsylvania Inc
826345,Geodyne Energy Income Ltd Partnership Ii-B
826083,Dell Inc
826154,Orrstown Financial Services Inc
826404,Aphrodite Software Corp
826405,Opal Technologies Inc
826407,Pershing Lease Income Ltd Partnership
826444,"American Metal & Technology, Inc."
826411,Able Telcom Holding Corp
826491,First Georgia Holding Inc
826488,Mortgage Securities Iii Trusts E
826495,Fragrancenet Com Inc
826595,Technology Funding Venture Partners Iv
826498,Florida Income Fund Iii Limited Partnership
826619,Green A P Industries Inc
826600,Silver Screen Partners Iv L P
826674,Group Management Corp
826682,Meridian Healthcare Growth & Income Fund Ltd Partnership
826743,"Alternafuels, Inc."
826745,First Capital Growth Fund-Xiv
826683,"Merriman Holdings, Inc"
826764,West Coast Bancorp Inc
826773,"Unitek Global Services, Inc."
826918,Mutual Risk Management Ltd
826817,Qualified Housing Partners Limited Partnership
826821,Cerbco Inc
826675,Dynex Capital Inc
826929,American Income Partners Iv A L P
826930,American Income Partners Iv B Lp
826931,American Income Partners Iv C L P
826932,American Income Partners Iv D Lp
827053,Mentortech Inc
827055,Powercold Corp
827056,Zevex International Inc
827065,Logiphone Group Inc
827082,Infertek Inc
827086,Carlyle Income Plus Lp Ii
827085,Pinnacle Banc Group Inc
827099,Ocean Thermal Energy Corp
827052,Edison International
827100,Netcruise Com Inc
827161,Vyta Corp
827156,Zila Inc
827164,Resource Asset Management Corp
827165,American Realty Trust Inc
827230,Microfinancial Inc
827301,Newbridge Networks Corp
827795,Basin Exploration Inc
827830,Wilder Richman Historic Properties Ii Lp
827054,Microchip Technology Inc
827871,"Eagle Pharmaceuticals, Inc."
827876,"Cleanspark, Inc."
828064,Rockford Corp
827187,Sleep Number Corp
828119,Therma Wave Inc
828146,Interlink Electronics Inc
828186,Parker & Parsley 88 A L P
827809,Novelion Therapeutics Inc.
828189,"Green Builders, Inc"
828360,Showpower Inc
828191,Parker & Parsley 88 B L P
828413,Sanitary Environmental Monitoring Labs Inc
828509,Ats Money Systems Inc
828529,Fastcomm Communications Corp
828530,Admiral Financial Corp
828535,Commercial National Financial Corp /Mi
828604,Diversified Historic Investors Vi
828678,Firstcity Financial Corp
828737,Wells Aluminum Corp
828744,Condev Land Fund Ii Ltd
828747,"Sport Supply Group, Inc."
828749,Golden Isles Financial Holdings Inc
828828,Atc Group Services Inc /De/
828808,Norwich Financial Corp
828878,Hh Biotechnology Holdings Co
828940,"Santeon Group, Inc."
828941,Eselco Inc
828942,Mega Group Inc
828956,Totalaxcess Com Inc
828750,Gsi Commerce Inc
828976,California Financial Holding Co
828957,Meridian Point Realty Trust Viii Co/Mo
828916,Weingarten Realty Investors /Tx/
829044,Pluma Inc
829084,Gbs Com Tech Corp/
829092,Marriott Residence Inn Limited Partnership
828944,Wsfs Financial Corp
829114,Pruco Life Of New Jersey Variable Contract Real Property Acc
829117,Safe Technologies International Inc
829221,Tracor Inc /De
829218,Huntsman Polymers Corp
829269,Noel Group Inc
829277,Capital Re Corp
829282,Skaneateles Bancorp Inc
829281,Lehman Abs Corp
829321,Metlife Texas Holdings Inc
829288,Sentech Eas Corp /Fl
829324,Skye Petroleum
829325,"Spyr, Inc."
829224,Starbucks Corp
829374,Victory Tax Exempt Realty Income Fund Limited Partnership
829444,Avondale Industries Inc
829596,Clark Melvin Securities Corp /De/
829549,Advanced Tissue Sciences Inc
829606,Interlink Global Corp
829323,"Inuvo, Inc."
829499,Interstate Bakeries Corp/De/
829608,Psychiatric Solutions Inc
829649,Contour Medical Inc
829676,Ntelos Inc
829739,Cnl Income Fund Iv Ltd
829750,Banknorth Group Inc/Me
829764,Compositech Ltd
829905,Southeast Acquisitions Ii Lp
829987,Copley Pharmaceutical Inc
829906,Copley Realty Income Partners 3
830051,Income Growth Partners Ltd X
830052,"Rbc Life Sciences, Inc."
830055,Roosevelt Financial Group Inc
830104,Randers Killam Group Inc
830056,United Investors Income Properties
830143,D&N Financial Corp
830134,Brookstone Inc
830141,Pioneer Companies Inc
830157,Capital Directions Inc
830159,American Tax Credit Properties Lp
830156,American Retirement Villas Properties Ii
830158,Labone Inc/
830253,Kiantone Pipeline Corp
830250,Indiana Federal Corp
830122,"Vidler Water Resources, Inc."
830257,Bsb Bancorp Inc
830260,Oregon Steel Mills Inc
830318,Spectrasource Corp
830319,Enex Oil & Gas Income Program Iii Series 6 Lp
830340,Dean Witter Realty Yield Plus Ii Lp
830320,Enex Income & Retirement Fund Series 3 Lp
830404,Iwerks Entertainment Inc
830431,Mortgage Securities Iii Trusts F
830379,Chase Mortgage Finance Corp
830476,Numar Corp
830483,"Oakridge Global Energy Solutions, Inc."
830480,County Bank Corp
830488,Network Long Distance Inc
830489,Enhanced Services Co Inc
830504,Scriptel Holding Inc
830616,"Sci Engineered Materials, Inc."
830664,Hutech21 Co. Ltd.
830656,Pressure Biosciences Inc
830736,Alpha Innotech Corp
830738,Shopco Regional Malls Lp
830741,"Vhgi Holdings, Inc."
830737,Brunner Companies Income Properties Lp I
830748,"Pacific Office Properties Trust, Inc."
830746,Midland Inc
830750,Warren Bancorp Inc
830524,Chase Corp
830821,"Advanced Mineral Technologies, Inc"
830916,Multi Fineline Electronix Inc
830997,Boston Financial Qualified Housing Tax Credits Lp Ii
831002,Usa Biomass Corp
831232,"Gottaplay Interactive, Inc."
831115,Heartland Technology Inc
831246,Franklin Credit Holding Corp/De/
831253,W W Capital Corp
831327,Imperial Sugar Co /New/
831297,V Gpo Inc
831329,Swift Energy Income Partners 1987-C Ltd
831331,Jetstream Ii L P
831355,Lka Gold Inc /De/
831375,Condor Capital Inc
831365,Genetic Laboratories Wound Care Inc
831378,Lvpai Group Ltd
831259,Freeport-Mcmoran Inc
831489,Scores Holding Co Inc
831491,Tower Park Marina Investors Lp
831460,United Medicorp Inc
831529,Connectinc Com Co
831532,Atrix International Inc
831574,High Equity Partners L P Series 88
831612,Atlantic Income Properties Limited Partnership
831663,United Investors Growth Properties
831659,Durham Marketing Corp
831669,Leapfrog Smart Products Inc
831749,Helix Biomedix Inc
831671,Injectomatic Systems International Inc
831547,Spectrum Pharmaceuticals Inc
831752,Dawn Technologies Inc
831861,Concord Camera Corp
831864,Busse Broadcasting Corp
831641,Tetra Tech Inc
831890,Csa Income Fund Limited Partnership Iii
831883,Westmed Venture Partners 2 Lp
831904,Travel Dynamics Inc
831906,Homeowners Group Inc
831959,United National Bancorp
831964,Cliffs Drilling Co
831967,Kinetic Concepts Inc
831972,Starwood Financial Trust
831968,Providence & Worcester Railroad Co/Ri/
831984,Staceys Buffet Inc
831979,Vista Bancorp Inc
832090,Partners Bancorp
832092,Cancer Treatment Holdings Inc
832091,Krupp Insured Plus Iii Limited Partnership
832095,Krupp Insured Mortgage Limited Partnership
832100,Gosun Communications Ltd Inc
832141,Liberty Tax Credit Plus Ii L P
832098,Springfield Financial Inc
832175,Telescan Inc
832177,Riser Foods Inc /De/
832229,Delta Clearing Corp /De/
832310,Ral Income Plus Equity Growth V Ltd Partnership
832179,Courtyard By Marriott Ii Limited Partnership /De/
832320,Egghead Com Inc
832324,Globalnet Financial Com Inc
832342,Sprott Resource Lending Corp.
832345,Desert Springs Marriott Limited Partnership
832101,Idex Corp /De/
832350,Witter Dean Multi Market Portfolio L P
832370,"Ealixir, Inc."
832404,Gull Laboratories Inc /Ut/
832407,Sixx Holdings Inc
832412,Cooker Restaurant Corp /Oh/
832443,"Sycamore Ventures, Inc."
832453,Super Fund Preferred Ltd Partnership
832475,Idm Participating Income Co Ii
832479,Nantucket Island Associates Limited Partnership
832480,Utg Inc
832482,Usf&G Legg Mason Realty Partners Limited Partnership
832483,Concorde Career Colleges Inc
832488,"Mam Software Group, Inc."
832508,Supermail International Inc
832517,Venturenet Capital Group Inc
832613,Gns Finance Corp
832769,Home Port Bancorp Inc
832768,Morningstar Group Inc
832775,Brauvin High Yield Fund L P Ii
832767,Phoenix Technologies Ltd
832428,E.W. Scripps Co
832489,"Geovax Labs, Inc."
832810,Organitech Usa Inc
832812,Kindercare Learning Centers Inc /De
832813,Excal Enterprises Inc
832815,Sybron Chemicals Inc
832818,Bol Bancshares Inc
832847,Community Capital Corp /Sc/
832820,Kcs Energy Inc
832922,Drug Emporium Inc
832923,Polaris Aircraft Income Fund V
832872,Swift Energy Income Partners 1987-D Ltd
832975,Nortech Forest Technologies Inc
832989,Life Usa Holding Inc /Mn/
833020,Seahawk Deep Ocean Technology Inc
832995,Musicland Stores Corp
833053,Fibreboard Corp /De
833054,Geodyne Energy Income Ltd Partnership Ii-C
833080,Safetek International Inc
833076,Genlyte Group Inc
832988,Signet Jewelers Ltd
833083,Midnight Holdings Group Inc
833088,Tis Mortgage Investment Co
833140,"Enpath Medical, Inc."
833203,Wyndstorm Corp
833079,Meritage Homes Corp
833209,Sack Lunch Productions Inc.
833225,Diversified Futures Fund L.P.
833212,St Josephs Physician Associates Inc
833081,Pride International Inc
833226,"Chaparral Steel Investments, Inc."
833298,Cima Labs Inc
833320,Burlington Resources Inc
833299,Seragen Inc
833374,Premier Acceptance Corp /Mn/
833376,Sunshine Mining & Refining Co
833409,Datronic Equipment Income Fund Xvii L P
833441,Automobile Protection Corp Apco
833619,Truevision Inc
833526,Geodyne Energy Income Ltd Partnership Ii-D
833795,Homefed Corp
833829,Wind River Systems Inc
833837,"Newgen Technologies, Inc"
833844,Strandtek International Inc /
833845,"Boots & Coots, Inc."
833847,Enterprise Software Inc
833864,Golf Communities Of America Inc
833640,Power Integrations Inc
833890,Ashland Coal Inc
