cik,name
834105,Columbia Bancorp
834162,Mtr Gaming Group Inc
834208,Navteq Corp
833444,Johnson Controls International Plc
834286,Guardian Real Estate Acct Of Guardian Ins & Ann Company Inc
834306,"Alere San Diego, Inc."
834071,Toyota Motor Credit Corp
834408,Brooke Corp
834935,Hq Global Holdings Inc
835012,Commonwealth Bankshares Inc
834285,Republic First Bancorp Inc
835015,Dekalb Genetics Corp
835095,Boston Capital Tax Credit Fund Ltd Partnership
834365,Biolife Solutions Inc
835176,August Financial Holding Co Inc
835270,Unitronix Corp
835322,Inland Monthly Income Fund Ii L P
835011,Mgp Ingredients Inc
835342,Smithfield Companies Inc
835344,Comair Holdings Inc
835345,Collective Bancorp Inc
835357,Equitable Financial Life Insurance Co Of America
835400,Tag Group Inc
835405,Polyvision Corp
835409,Clarion Technologies Inc/De/
835411,Port St Lucie National Bank Holding Corp
835412,Tms Inc /Ok/
835541,Solectron Corp
835582,Homeland Holding Corp
835585,C-Phone Corp
835589,Tlc Beatrice International Holdings Inc
835596,Century Hillcreste Apartment Investors L P
835324,"Stock Yards Bancorp, Inc."
835662,"Aixin Life International, Inc."
835666,Black Rock Futures Investments Lp
835664,Crt Properties Inc
835676,Ralphs Grocery Co /De/
835688,Laxai Pharma Ltd
835712,Master Realty Properties Inc
835715,Ku Energy Corp
835759,Astrotech International Corp /New
835767,Fdn Inc
835768,Mair Holdings Inc
835900,Pegasus Aircraft Partners L P
835909,Elite Technologies Inc /Tx/
835910,American Power Conversion Corp
835928,Ap Holdings Inc
835954,North By Northeast Ltd
835729,Bmc Software Inc
835955,Intervest Mortgage Corp
835951,Ati Networks Inc /Co/
835959,North Lenders L P
835887,Progenics Pharmaceuticals Inc
836043,Commercesouth Inc
836044,Westamerica Corp
836102,Trane Inc.
836106,Novellus Systems Inc
836123,Grand Central Silver Mines Inc
836393,Windsor Park Properties 6
836433,Viking Resources International Inc
836435,Stratford American Corp
836429,Synergetics Usa Inc
836147,Middlefield Banc Corp
836157,Lindsay Corp
836442,Oryx Energy Co
836267,Scm Trust
836562,Heartsoft Inc
836564,Mosaic Immunoengineering Inc.
836616,Premier Bancshares Inc /Ga
836658,Venerable Insurance & Annuity Co
836690,Innovative Solutions & Support Inc
836809,"Aftermaster, Inc."
836819,Ffo Financial Group Inc
836937,Upd Holding Corp.
836868,Globesat Holding Corp
836864,Key Florida Bancorp Inc
836972,Iea Income Fund Ix L P
836974,Montgomery Ward Holding Corp
837014,Cryocon Inc
837010,Voya Retirement Insurance & Annuity Co
837038,"Ahpc Holdings, Inc."
837166,Tricord Systems Inc /De/
837103,Clover Appreciation Properties I L P
837290,Key Production Co Inc
837179,Biogan International Inc
837330,Devon Energy Corp /Ok/
837296,Nightingale Inc
837295,Netcommerce Inc
837336,Resort Income Investors Inc
837339,Matlack Systems Inc
837342,Cordia Corp
837472,Boundless Corp
837173,"Walter Energy, Inc."
837491,Wsf Corp
837490,Mera Pharmaceuticals Inc
837557,First Dearborn Income Properties Lp Ii
837579,Mcn Energy Group Inc
837596,Redheads Inc /De/
837600,Entropin Inc
837465,Callaway Golf Co
837752,Swift Energy Income Partners 1988-A Ltd
837759,Mallon Resources Corp
837753,Swift Energy Managed Pension Assets Partnership 1988-A Ltd
837852,"Ideanomics, Inc."
837858,Capital Holdings Inc
837874,First Community Banking Services Inc
837893,Parker & Parsley Producing Properties 88-A Lp
837895,Enex Oil & Gas Income Program Iii Series 7 Lp
837894,Enex Oil & Gas Income Program Iii Series 8 Lp
837896,Enex 88 89 Income & Retirement Fund Series 1 L P
837913,Genus Inc
837903,Phoenix High Tech High Yield Fund
837919,Everest Fund L P
837942,Sssuperior Paacific Holding Corp
837985,Cnl Income Fund V Ltd
837986,Cnl Income Fund Vi Ltd
837987,Wasatch Education Systems Corp /Ut/
837991,Visx Inc
838171,Sparta Foods Inc
838448,Ff Holdings Corp
838491,Key Plastics Inc
838782,Renaissance Entertainment Corp
838783,Combine Corp
838796,"Kiwibox.Com, Inc."
838803,Metro Global Media Inc
838814,Northstar Income Fund I Lp
838856,Wells Real Estate Fund Iii L P
838868,Upper Peninsula Energy Corp /New/
839087,Vaso Corp
838879,Radient Pharmaceuticals Corp
838875,Willamette Valley Vineyards Inc
839092,Medical Equipment Income Fund Limited Partnership
839345,Boston Financial Qualified Housing Tax Credits Lp Iii
839426,Consolidated Capital Of North America Inc
839430,Worldwide Holdings Delaware Corp
839431,Spice Entertaiment Companies Inc
839427,Krupp Cash Plus V Limited Partnership
839437,Amfac Hawaii Llc
839439,Bbj Environmental Technologies Inc
839441,Imagenetix Inc /Nv/
839443,Telvue Corp
839461,Jhm Acceptance Corp
839614,Historic Preservation Properties 1989 Limited Partnership
839484,Jordan Industries Inc
839621,Granite Broadcasting Corp
839638,Secured Investment Resources Fund Lp Iii
839702,Intellipharmaceutics Ltd
839688,Main Street Banks Inc
839845,Fms Financial Corp
839759,Allstate Life Insurance Co Of New York
839871,Warrior Energy Services Corp
839848,Whitehall Ltd Inc
839470,"Westwater Resources, Inc."
839928,Cnb Bancorp Inc /Ny/
839945,Witter Dean Diversified Futures Fund Ii L P
839947,Citibank South Dakota N A
839950,North Coast Energy Inc / De/
840007,Redwood Empire Bancorp
840068,Rcsb Financial Inc
840159,Mason Hill Holdings Inc
840119,Jones Spacelink Income Growth Fund 1-A Ltd
840216,California Coastal Communities Inc
840249,Builders Warehouse Association Inc
840251,Santa Fe Pacific Pipeline Partners Lp
840256,Vineyard National Bancorp
840254,Greystone Digital Technology Inc
840258,Century Pacific Tax Credit Housing Fund Ii
840260,Live Entertainment Inc
840302,Mts Inc
840319,Aphton Corp
840334,Ml Lee Acquisition Fund Ii L P
840335,Huntway Partners L P
840346,Jackson Hewitt Inc
840387,"Great Lakes Bancorp, Inc."
840399,Aspac Communications Inc /New
840401,Accuhealth Inc
840402,Greka Energy Corp
840459,Aei Real Estate Fund Xviii Limited Partnership
840458,First Bancorp /In/
840264,Capitol Bancorp Ltd
840573,Bio Lok International Inc
840815,Direct Connect International Inc
840823,Global Environmental Energy Coporation
840824,Netegrity Inc
840826,Daka International Inc
840827,Imtek Office Solutions Inc
840467,Beckman Coulter Inc
840489,"Firstcash Holdings, Inc."
840886,First Litchfield Financial Corp
840883,Btu International Inc
840715,Clearone Inc
831001,Citigroup Inc
840889,Doral Financial Corp
841074,Coast Savings Financial Inc
840997,Angeles Mortgage Investment Trust
841123,World Wide Stone Corp
841096,Ivory Capital Corp
841127,Realty Parking Properties Lp
841129,Inland Mortgage Investors Fund Iii Lp
841168,Alpha Beta Technology Inc
841183,Alchemy Holdings Inc
841239,Development Partners Iii
841281,Resorts International Hotel Inc
841282,Lone Star International Energy Inc
841283,Marriott Residence Inn Ii Limited Partnership
841285,Copley Pension Properties Vii
841360,"Insulcrete, Inc."
841466,Catalytica Inc
841501,Owens Mortgage Investment Fund A Calif Ltd Partnership
841528,Reliastar Financial Corp
841533,"Saddle Ranch Media, Inc."
841535,Government Backed Trust T-1
841543,Gen Rx Inc
841545,First Cherokee Bancshares Inc
841687,Fiduciary Capital Partners Liquidating Trust
841555,Crown Resources Corp
841688,Fiduciary Capital Pension Partners Liquidating Trust
841692,Fsi International Inc
841693,Internet Communications Corp
841708,Gc International Inc /Ca
841712,Work Recovery Inc
841715,Orange County Ventures Inc
841866,Ams Health Sciences Inc
841909,Dime Financial Corp /Ct/
841939,Thoratec Cardiosystems Inc /Ma/
841941,Slh Performance Partners Futures Fund Lp
841942,Nts Mortgage Income Fund
842009,Kushner Locke Co
842010,Utix Group Inc
842013,Coro Global Inc.
842184,Airfund International Limited Partnership
842289,"Ab Holding Group, Inc."
842290,Sigma 7 Products Inc
842295,Tor Minerals International Inc
842305,Pointe Communications Corp
842314,American Tax Credit Properties Ii L P
842023,Bio-Techne Corp
842162,Lear Corp
842183,Rpt Realty
842635,Lyondell Chemical Co
842640,Federal Trust Corp
842638,Versus Technology Inc
842662,York International Corp /De/
842517,Isabella Bank Corp
842691,"Global Pay Solutions, Inc."
842694,"Wuhan General Group (China), Inc"
842695,Avinci Media Corp
842518,Evans Bancorp Inc
842633,Trimas Corp
842697,Leak X Environmental Corp
842701,Amfac Jmb Finance Inc
842717,"Blue Ridge Bankshares, Inc."
842699,Playtex Products Inc
842722,"Fuse Science, Inc."
842718,Tremont Llc
842741,Hancock John Realty Income Fund Iii Limited Partnership
842785,Swift Energy Managed Pension Assets Partnership 1988-1 Ltd
842784,Swift Energy Income Partners 1988-B Ltd
842787,Swift Energy Managed Pension Assets Partnership 1988-B Ltd
842807,Eglobe Inc
842815,Nabors Holding Co
842832,Enex Oil & Gas Income Program Iv Series 1 Lp
842829,Enex 88 89 Income & Retirement Fund Series 2 L P
842893,Kagan Media Partners L P
842881,Geodyne Energy Income Ltd Partnership Ii-E
842898,Lanier Bankshares Inc
842906,Treats International Enterprises Inc
842915,Skytel Communications Inc
842913,"Kash N Karry Food Stores, Inc."
842919,Xstream Mobile Solutions Corp
842923,Rainbow Medical Inc /
842927,Interactive Brand Development Inc.
843004,Abs Group Inc
843006,Access Newswire Inc.
843010,Jones Growth Partners L P
843076,Liberty Tax Credit Plus Iii Lp
843081,Loehmanns Holdings Inc
843296,St Barbara Ltd
843297,Codestream Holdings Inc
843212,American Energy Group Ltd
843368,Northland Cable Properties Eight Limited Partnership
843462,Quality Products Inc
843387,Ml Lee Acquisition Fund Retirement Accounts Ii L P
843520,Global Games Corp
843494,"Ascendia Brands, Inc."
843626,Equus Capital Partners Lp
843756,Net 2 L P
843650,Yarc Systems Corp Inc
843762,Rexnord Llc
843961,Optical Security Group Inc
844010,"Freehand Systems International, Inc."
844008,Consygen Inc
843964,Heartland Partners L P
844048,Dsi Realty Income Fund Xi
844053,Waverider Communications Inc
844055,Amazon Natural Treasures Inc
844063,Long Distance Direct Holdings Inc
844269,Advanced Precision Technology Inc
844159,Prudential Bache A G Spanos Realty Partners L P I
844161,Apex Global Brands Inc.
844538,Notox Technologies Corp.
844582,Parker & Parsley 89 A L P
844618,Parker & Parsley 90 B L P
844614,Parker & Parsley 90 A L P
844059,"Frp Holdings, Inc."
844621,Parker & Parsley 90 C L P
844143,Centric Brands Inc.
844718,Finca Consulting Inc
844643,Network General Corporation
844680,Sharon Energy Ltd
844780,Evision International Inc
844787,Dyna Group International Inc
844788,Cyclone Uranium Corp
844789,Us Home Systems Inc
844828,Cii Financial Inc
844856,Healthier Choices Management Corp.
844843,Geotek Communications Inc
844893,E Machinery Net Inc
844887,Diamondhead Casino Corp
844985,Positron Corp
845028,Corporate Property Associates 9 L P
845029,Diversified Historic Investors Vii
845035,Boston Financial Qualified Housing Tax Credits L P Iv
845047,Telident Inc /Mn/
845048,Kupper Parker Communications Inc
845072,Peco Ii Inc
845091,Transamerica Advisors Life Insurance Co
845094,Franklin American Corp
845240,Marriott Hotel Properties Ii Limited Partnership
844965,Tetra Technologies Inc
845291,Cell Robotics International Inc
845385,Princeton Capital Corp
845394,Telecommunications Growth & Income Fund L P
845399,Raines Lenders L P
845414,Sa Telecommunications Inc /De/
845434,Infocus Corp
845577,Loewen Group Inc
845613,Franklin Select Realty Trust
845609,Gold River Hotel & Casino Corp
845696,"Lga Holdings, Inc"
845289,"Harvest Natural Resources, Inc."
845750,Wnc California Housing Tax Credits Lp
845752,Armor Holdings Inc
845779,Abatix Corp
845806,G I Holdings Inc
845807,Voyant International Corp
845818,Radiant Systems Inc
845819,"Konatel, Inc."
845874,Crd Holdings Inc
845875,Capital Mortgage Plus L P
845698,Grant Park Futures Fund Limited Partnership
845879,Charys Holding Co Inc
845880,Probex Corp
846012,Cbr Brewing Co Inc
846005,Electro Optical Systems Corp
846176,Prudential Bache Capital Return Futures Fund L P
846014,Southeast Acquisitions Iii L P
846377,"Totaligent, Inc."
846378,Mfn Financial Corp
846381,Whitehall Enterprises Inc
845877,Federal Agricultural Mortgage Corp
846382,Indian River Banking Company
846463,Resound Corp
846464,Usabg Corp
846465,Carolina First Bancshares Inc
846469,Hudson Hotels Corp
846471,Fidelity Leasing Income Fund Vi Lp
846475,Zynex Inc
846476,Eftek Corp
846494,Instapay Systems Inc
846535,Vartech Systems Inc
846538,Allou Health & Beauty Care Inc
846581,Prudential Variable Contract Real Property Account
846584,Consolidated Cigar Corp
846614,Creative Gaming Inc
846609,Onbancorp Inc
846615,Jps Industries Inc
846619,J Rish Group Inc
846616,Bremer Financial Corp
846722,Metric Income Trust Series Inc
846718,Consulier Engineering Inc
846660,Scotsman Industries Inc
846723,Specialty Retailers Inc /De/
846729,American Freightways Corp
846732,Brendan Technologies Inc
846617,"Dime Community Bancshares, Inc. /Ny/"
846753,Iroquois Bancorp Inc
846770,Excel Resources Inc
846771,Sunrise Technologies International Inc
846775,Simtrol Inc
846777,Baxx Systems Inc.
846801,Peoples Savings Financial Corp /Ct/
846809,Madison Bancshares Group Ltd
846811,Falcon Classic Cable Income Properties Lp
846814,Signal Corp
846869,First Citizens Financial Corp
846815,Collins & Aikman Corp
846871,Chieftain International Inc
846876,Presstek Inc /De/
846903,Fifth Third Bank /Tn/
846899,Grace Development Inc
846909,Enterasys Networks Inc /De/
846917,Haverfield Corp
846919,Essex International Inc /
846927,Jetfleet Aircraft L P
846930,Duquesne Light Holdings Inc
846926,Sea Pines Associates Inc
846976,Sevenson Environmental Services Inc
846931,Lake Sunapee Bank Group
846901,Lakeland Bancorp Inc
846978,Delta Omega Technologies Inc
846979,Regent Bancshares Corp
846913,"Fuel Tech, Inc."
847015,"Medican Enterprises, Inc."
847074,United States Exploration Inc
847260,First Coastal Bankshares Inc
847319,Brunner Companies Income Properties Lp Iii
847322,Criimi Mae Inc
847320,Southwest Oil & Gas Income Fund Ix-A Lp
847383,New Frontier Media Inc
847384,Southwest Royalties Institutional Income Fund Ix-B Lp
847325,Essex Bancorp Inc /New
847385,Crown Laboratories Inc /De/
847388,Directcom Inc
847389,Ecology Pure Air International Inc
847394,3D Image Technology Inc /Ga/
847414,Ilm Senior Living Inc /Va
847416,Eagle Ford Oil & Gas Corp
847415,National Tax Credit Partners L P
847431,Nymagic Inc
847420,"Rx For Africa, Inc"
847450,Copley Realty Income Partners 4
847433,Cml Church Mortgage Inc
847464,"Spring Pharmaceutical Group, Inc."
847467,Forest Resources Management Corp
847468,Waste Systems International Inc
847466,"Main Street Restaurant Group, Inc."
847470,Casdim International Systems Inc
847486,Cypress Equipment Fund Ltd
847517,Plm Equipment Growth Fund Iv
847538,Chesapeake Financial Shares Inc
847541,Stelax Industries Ltd
847557,American Income Partners V A Ltd Partnership
847555,"Identiphi, Inc."
847558,American Income Partners V B Ltd Partnership
847560,American Income Partners V D Ltd Partnership
847559,American Income Partners V C Ltd Partnership
847562,U S Bioscience Inc
847582,Pershing Lease Income Limited Partnership Ii
847597,Tengtu International Corp
847777,Cirilium Holdings Inc
847786,Swift Energy Income Partners 1988-C Ltd
847806,Swift Energy Managed Pension Assets Partnership 1988-C Ltd
847831,Mc Shipping Inc
847903,Rjr Acquisition Corp
847841,Official Information Co
847917,Asconi Corp
847931,Coded Communications Corp /De/
847935,Allion Healthcare Inc
847942,Strategic Acquisitions Inc /Nv/
848071,Neurogenesis Inc
848081,Enex 88 89 Income & Retirement Fund Series 3 L P
848101,Vision Ten Inc
848135,Vidikron Technologies Group Inc
848296,Leonidas Films Inc
848447,Kaleidoscope Media Group Inc
848446,Vulcan International Corp
848448,Dakota Mining Corp
848463,Enex Oil & Gas Income Program Iv Series 2 L P
848551,Mapics Inc
848821,Nevada Manhattan Group Inc
848626,St George Metals Inc
849101,Avado Brands Inc
848865,"Allied Waste Industries, Llc"
849116,Ace Cash Express Inc/Tx
849145,Heritage Global Inc.
849210,Yankee Energy System Inc
849043,Neurogen Corp
849278,Icon Cash Flow Partners Lp Series B
849303,Best Collateral Inc
849240,Hawk Corp
849291,Mediax Corp
849323,Cfm Technologies Inc
849315,Palm Desert Art Inc
849146,Lifevantage Corp
849354,Sienna Broadcasting Corp
849213,Plum Creek Timber Co Inc
849401,"Adm Tronics Unlimited, Inc."
849427,Intellichoice Inc
849502,Ramtron International Corp
849448,Lifecell Corp
849547,Black Box Corp
849433,Ansoft Corp
849395,Crh Public Ltd Co
849399,Gen Digital Inc.
849585,Cooper & Chyan Technology Inc
849627,First Clayton Bancshares Inc
849636,Respirerx Pharmaceuticals Inc.
849667,American Italian Pasta Co
849706,Advanced Environmental Recycling Technologies Inc
849862,Prodeo Technologies Inc
849778,Cytyc Corp
849865,Vallicorp Holdings Inc
849870,Pegasus Aircraft Partners Ii L P
849976,Cable Tv Fund 15-A Ltd
849895,Genroco Inc
849978,Ids Jones Growth Partners 89-B Ltd
850033,Bp Prudhoe Bay Royalty Trust
849979,Weirton Steel Corp
850036,Nsa International Inc
850083,Authoriszor Inc
850090,Anntaylor Inc
849869,Silgan Holdings Inc
850142,Brauvin Income Plus L P Iii
850143,Cri Liquidating Reit Inc
850184,Patriot Tax Credit Properties Lp
